Name,Meta_data,Apps,Mins,Goals,Assists,Yel_card,Red_card,ShotsPerGame,PassSuccess,AerialWonPerGame,ManOfTheMatch,Rating
Joao Victor,"Wolfsburg, 26, AM(C)",13(10),1180,1,1,2,-,1.1,75.4,0.6,-,6.47
Danny Latza,"Mainz 05, 30, DMC",10(5),941,-,1,4,-,0.9,78.7,1.2,-,6.47
Onel Hernández,"Norwich, 27, AM(CLR),FW",7(10),757,1,1,-,-,0.9,73.3,0.1,1,6.47
Nathaniel Chalobah,"Watford, 25, DMC",9(6),778,-,1,1,-,0.5,74.7,0.9,-,6.47
Mason Greenwood,"Manchester United, 18, AM(R),FW",4(18),648,5,-,-,-,1,83.2,0.1,-,6.47
Lebo Mothiba,"Strasbourg, 24, FW",12(9),1048,3,3,-,-,1.3,84.8,1.4,1,6.47
Laurent Jans,"Paderborn, 27, D(R)",15(1),1258,-,1,1,-,0.4,69.9,0.9,-,6.46
Ander Guevara,"Real Sociedad, 22, DMC",11(3),942,-,-,4,-,0.2,84.3,1.1,1,6.46
Alex Meret,"Napoli, 23, GK",15,1350,-,-,-,-,-,80.8,0.2,-,6.46
Pione Sisto,"Celta Vigo, 25, AM(LR)",7(12),768,2,-,2,-,1.4,81.8,0.2,-,6.46
José Antonio Martínez,"Granada, 27, D(C)",11(5),1035,-,-,-,-,0.1,74.2,1.9,1,6.46
Kevin Gameiro,"Valencia, 32, FW",12(7),1049,5,1,-,-,0.8,76.3,0.2,1,6.46
Simone Zaza,"Torino, 28, FW",7(8),871,3,-,4,-,1.5,65,2.1,-,6.46
Phil Foden,"Manchester City, 19, AM(C)",3(11),355,-,1,-,-,0.7,88.7,0.2,-,6.46
Gonzalo Melero,"Levante, 26, AM(C)",10(6),840,1,1,3,-,0.9,81,1.4,-,6.46
Rômulo,"Brescia, 32, D(R),M(CR)",19(1),1684,1,3,3,-,0.9,83.1,0.3,1,6.45
Marco Parolo,"Lazio, 35, M(C)",6(11),698,-,-,5,-,0.5,84.9,0.8,-,6.45
Dawid Kownacki,"Fortuna Duesseldorf, 23, AM(L),FW",11(7),1056,-,-,3,-,1.4,69,2.2,-,6.45
Iván Cuéllar,"Leganes, 35, GK",16,1440,-,-,1,1,-,45.2,0.4,-,6.45
Mijat Gacinovic,"Eintracht Frankfurt, 25, M(CLR)",8(7),717,-,1,-,-,1.1,71.4,0.3,-,6.45
Recio,"Leganes, 29, M(C)",14(5),1309,-,-,9,-,1.1,87.4,0.2,-,6.45
Dennis Praet,"Leicester, 25, AM(C)",11(10),973,1,2,2,-,0.6,84.8,0.2,-,6.45
Niklas Stark,"Hertha Berlin, 24, D(C),DMC",17,1421,1,-,6,-,0.4,82.4,1.8,-,6.45
Luca Rossettini,"Lecce, 34, D(CR)",25,2217,-,2,5,-,0.2,85.1,1.6,-,6.45
Francesco Vicari,"SPAL 2013, 25, D(C)",22(1),1949,-,-,4,-,0.3,87.4,1.5,-,6.45
Pablo Hervías,"Real Valladolid, 27, M(R)",4(10),484,1,-,-,-,0.9,84.3,0.4,-,6.45
Makoto Hasebe,"Eintracht Frankfurt, 36, D(CR),M(CR)",15(1),1411,-,-,2,-,-,87.3,0.9,-,6.45
Fernando Llorente,"Napoli, 35, FW",3(14),494,3,1,1,-,1.9,81,1.6,2,6.45
Pedro Neto,"Wolverhampton Wanderers, 20, AM(L)",7(14),728,2,2,2,-,0.6,82.6,0.2,-,6.45
Christopher Antwi-Adjei,"Paderborn, 26, AM(CL)",19(6),1689,1,2,2,-,1.3,73.8,0.7,-,6.44
Divock Origi,"Liverpool, 24, AM(LR),FW",5(17),518,3,1,-,-,0.5,71.1,0.7,-,6.44
Goran Pandev,"Genoa, 36, M(CR),FW",12(10),1067,7,-,4,1,1.1,77.4,0.6,1,6.44
Kevin Lasagna,"Udinese, 27, AM(L),FW",19(6),1752,4,-,1,-,2.3,71.8,1.4,-,6.44
Andrea Rispoli,"Lecce, 31, D(R),M(R)",15(5),1355,-,-,4,-,0.5,77.1,1,-,6.44
Ivan Rakitic,"Barcelona, 32, M(C)",10(11),966,-,3,2,-,0.9,88.3,0.5,-,6.44
Demarai Gray,"Leicester, 23, AM(CLR),FW",2(12),412,1,1,1,-,0.9,87.3,-,-,6.44
Marco Benassi,"Fiorentina, 25, AM(CR)",9(7),917,1,1,1,-,1.3,76,0.3,-,6.44
Tom Davies,"Everton, 21, M(C)",15(6),1398,1,-,7,-,0.7,77.6,1.1,-,6.44
Carlos Soler,"Valencia, 23, M(CLR)",16(2),1383,2,-,3,-,0.7,78.9,0.7,-,6.44
Dennis Geiger,"Hoffenheim, 21, M(C)",11(4),944,-,3,2,-,0.6,87.6,0.5,-,6.44
Alexander Isak,"Real Sociedad, 20, FW",9(18),1057,7,1,3,-,1.3,73.4,0.7,-,6.44
Keita,"Monaco, 25, AM(LR),FW",9(12),855,4,2,4,-,1.3,70.7,1.2,-,6.43
Cesc Fàbregas,"Monaco, 32, M(CL),FW",12(6),935,-,3,1,1,0.6,84.3,0.8,-,6.43
Edimilson Fernandes,"Mainz 05, 23, M(CR)",15(2),1199,-,-,4,1,1.1,86.7,0.6,-,6.43
Yusuf Yazici,"Lille, 23, M(CLR)",9(9),844,1,4,-,1,1.2,76.9,-,-,6.43
Alfred Finnbogason,"Augsburg, 31, FW",8(8),780,3,1,1,-,1.1,61.5,0.8,-,6.43
Haris Duljevic,"Nimes, 26, AM(CL),FW",5(9),516,-,3,-,-,1,72.9,0.3,-,6.43
Borja Iglesias,"Real Betis, 27, FW",15(9),1383,3,2,1,1,0.9,74.8,1.3,-,6.43
Oliver Burke,"Deportivo Alaves, 23, AM(R),FW",7(14),791,1,1,1,-,0.7,68.6,1.2,1,6.43
Hirving Lozano,"Napoli, 24, AM(LR),FW",8(8),723,2,1,1,-,1.3,79,0.4,-,6.43
Ales Mateju,"Brescia, 23, D(L)",18(2),1641,-,1,5,1,0.1,80.4,1.7,-,6.43
Ignatius Ganago,"Nice, 21, AM(LR),FW",12(14),1235,3,1,-,-,0.7,79,0.6,1,6.43
Danilo Cataldi,"Lazio, 25, M(C)",1(13),354,1,-,3,-,0.3,88,0.2,-,6.43
Alexandre Mendy,"Brest, 26, FW",9(11),897,3,1,3,-,1.5,72.2,1.9,1,6.42
Joris Chotard,"Montpellier, 18, DMC",13(7),1250,-,1,3,1,0.5,77.6,1.1,-,6.42
Marko Dmitrovic,"Eibar, 28, GK",26,2340,-,-,3,-,-,42.4,0.3,-,6.42
Baptiste Reynet,"Toulouse, 29, GK",22(1),2034,-,-,1,-,-,59.8,0.1,-,6.42
Federico Peluso,"Sassuolo, 36, D(CL),M(L)",11(5),958,-,1,3,1,0.3,84.1,1.1,-,6.42
Hamza Choudhury,"Leicester, 22, DMC",9(7),782,1,1,2,1,0.4,86.8,0.7,-,6.42
Martin Valjent,"Mallorca, 24, D(C)",27,2430,-,-,4,-,0.4,81.6,1.4,-,6.42
Matías Vargas,"Espanyol, 22, AM(CL),FW",10(6),942,-,3,1,-,1.2,70.2,0.1,-,6.42
Jon Moncayola,"Osasuna, 21, DMC",10(8),974,1,-,4,-,0.4,75,0.8,-,6.42
Fede San Emeterio,"Real Valladolid, 23, M(C)",12(2),1061,-,-,3,-,0.1,82.9,1.1,-,6.42
Kepa Arrizabalaga,"Chelsea, 25, GK",25,2250,-,-,-,-,-,78.4,0.2,-,6.42
Adrián López,"Osasuna, 32, M(CLR),FW",10(7),885,-,-,-,-,0.6,71.9,1.4,-,6.42
Martín Aguirregabiria,"Deportivo Alaves, 23, D(R)",17(5),1526,-,1,3,-,0.1,69.2,0.9,-,6.42
Arnaud Nordin,"Saint-Etienne, 21, AM(LR)",9(9),906,1,-,2,-,0.7,81.9,0.4,-,6.42
Lucas Castro,"Cagliari, 31, AM(CLR)",6(9),633,2,-,2,-,0.9,77,0.4,-,6.42
Morgan Schneiderlin,"Everton, 30, DMC",12(3),1004,-,-,4,1,0.4,86.1,1.1,-,6.42
Fran Mérida,"Osasuna, 30, AM(C)",9(8),930,-,-,6,1,0.7,76.5,0.4,-,6.41
Stanislav Lobotka,"Celta Vigo, 25, DMC",17,1391,-,-,1,-,0.5,88.8,0.8,-,6.41
Anthony Ujah,"Union Berlin, 29, FW",6(10),602,2,-,-,-,0.9,61.4,2.4,-,6.41
Kephren Thuram,"Nice, 19, M(C)",7(7),589,-,-,1,-,0.1,87,0.5,-,6.41
Carlos Neva,"Granada, 23, D(L)",16(1),1451,-,-,1,-,0.3,70.4,0.5,-,6.41
Stoppila Sunzu,"Metz, 30, D(C)",14(3),1353,-,-,2,1,0.2,86.1,1.7,1,6.41
Antonio Raíllo,"Mallorca, 28, D(C)",23,1996,1,-,4,1,0.6,81.2,2.1,-,6.41
Myziane Maolida,"Nice, 21, AM(L),FW",7(11),670,1,2,-,-,0.8,82.2,0.3,-,6.41
Jordi Masip,"Real Valladolid, 31, GK",27,2430,-,-,2,-,-,48.6,0.1,1,6.41
Thomas Lemar,"Atletico Madrid, 24, AM(CLR)",9(8),811,-,-,1,-,0.4,82.7,0.4,-,6.41
Theo Walcott,"Everton, 31, M(CLR),FW",14(7),1071,1,2,1,-,1.3,67.8,0.3,1,6.41
Dan Gosling,"Bournemouth, 30, M(C)",10(6),883,2,1,1,-,0.6,76.9,0.9,1,6.41
Gabriel Martinelli,"Arsenal, 18, AM(L)",6(8),657,3,-,1,-,0.9,69.8,0.6,-,6.40
Rubén Martínez,"Osasuna, 35, GK",14(1),1223,-,-,-,-,-,46,0.3,-,6.40
Simon Terodde,"FC Koln, 32, FW",7(12),772,3,1,4,-,1.8,58.2,1.8,-,6.40
Nicola Murru,"Sampdoria, 25, D(L),M(L)",22,1888,-,-,4,1,0.2,73.1,1.3,-,6.40
Lorenzo De Silvestri,"Torino, 31, D(R),M(R)",18(1),1544,-,-,1,-,0.8,73,2.5,-,6.40
Brais Méndez,"Celta Vigo, 23, AM(CR)",12(10),1046,-,1,2,-,0.8,74.2,1.4,-,6.40
Davie Selke,"Hertha Berlin, 25, FW",10(9),957,1,1,3,-,1,60,3.9,-,6.40
Evgen Shakhov,"Lecce, 29, AM(C)",6(10),728,-,2,3,-,0.6,83.1,0.5,-,6.40
Thierry Ambrose,"Metz, 23, AM(R),FW",4(14),540,-,-,1,-,1.3,75,1.3,-,6.40
Pablo De Blasis,"Eibar, 32, D(R),M(CLR)",9(12),1030,-,2,-,-,0.2,72,0.4,-,6.39
Luka Jovic,"Real Madrid, 22, FW",4(11),392,2,1,2,-,0.9,80.8,0.9,-,6.39
Thomas Monconduit,"Amiens, 29, DMC",15(4),1370,-,-,8,-,0.6,77.7,1.3,-,6.39
Manu García,"Deportivo Alaves, 33, DMC",20(5),1767,-,-,8,1,0.7,71.1,3,-,6.39
Ezri Konsa,"Aston Villa, 22, D(C)",14(1),1201,-,2,1,-,0.5,82.1,2.1,-,6.39
Artur Ionita,"Cagliari, 29, AM(C)",12(10),1199,-,1,3,-,0.5,85.3,1.2,-,6.39
Luis Rioja,"Deportivo Alaves, 26, M(L)",15(4),1194,-,-,2,-,0.4,75,0.3,-,6.39
Ádám Szalai,"Mainz 05, 32, FW",12(8),1041,1,1,-,-,1.2,61.4,2.5,-,6.39
Charles Abi,"Saint-Etienne, 19, FW",6(9),620,-,-,2,-,0.3,57.5,2.1,-,6.39
Joan Sastre,"Mallorca, 22, D(R)",15,1282,-,2,4,-,0.9,70.3,0.7,-,6.39
Charles,"Eibar, 36, FW",9(12),935,5,-,6,-,1,65.6,2.4,-,6.38
Adrià Pedrosa,"Espanyol, 21, D(L),M(L)",9(5),854,1,-,1,-,0.9,77.9,0.4,-,6.38
Guido Burgstaller,"Schalke 04, 30, AM(LR),FW",12(6),1104,-,1,2,-,1.8,71.1,1.4,-,6.38
Roberto Pereyra,"Watford, 29, M(CLR),FW",13(10),1328,3,-,3,-,0.8,85.2,0.2,-,6.38
Pawel Dawidowicz,"Verona, 24, D(C)",6(8),645,1,-,2,2,0.3,86.9,1.8,-,6.38
Adam Bodzek,"Fortuna Duesseldorf, 34, D(C),DMC",17(3),1556,-,-,8,-,0.4,82.1,1.3,-,6.38
Ben Zolinski,"Paderborn, 27, AM(C),FW",13(6),999,3,1,2,-,0.7,74.8,0.7,-,6.37
Victorien Angban,"Metz, 23, DMC",11(9),1023,-,-,-,-,0.2,88.1,0.4,-,6.37
Gaetan Paquiez,"Nimes, 26, D(LR)",17(4),1533,-,-,4,1,0.2,71.9,0.9,-,6.37
Juan Mata,"Manchester United, 31, AM(CLR)",8(9),763,-,2,1,-,0.6,87.5,0.1,-,6.37
Ahmed Kutucu,"Schalke 04, 20, Forward",0(17),349,3,1,2,-,0.6,70.7,0.4,-,6.37
Kévin Zohi,"Strasbourg, 23, AM(L)",5(12),527,1,1,1,-,0.9,74.1,0.3,-,6.37
Fousseni Diabaté,"Amiens, 24, AM(LR),FW",15(5),1200,1,3,3,-,0.4,78.2,0.5,-,6.37
Ragnar Klavan,"Cagliari, 34, D(C)",19(3),1734,-,-,3,-,0.2,88.6,1,-,6.37
Florian Aye,"Brescia, 23, FW",11(4),961,-,-,2,1,0.8,59.6,2.7,-,6.36
Casimir Ninga,"Angers, 26, AM(LR),FW",6(10),679,3,1,1,1,1.9,77.6,0.8,2,6.36
Steven Moreira,"Toulouse, 25, D(LR),M(R)",16(1),1390,-,-,3,2,0.4,78.8,0.5,-,6.36
Timothée Kolodziejczak,"Saint-Etienne, 28, D(CL)",14(1),1305,-,-,6,-,0.2,78.3,1.7,-,6.36
Adrian Mariappa,"Watford, 33, D(CR)",13(2),1227,-,-,2,1,0.2,71.7,2.5,-,6.36
Kelvin Amian,"Toulouse, 22, D(CLR)",17(3),1630,-,2,3,-,0.4,80.4,1.1,-,6.36
Eljif Elmas,"Napoli, 20, M(CL)",8(8),716,1,-,6,-,0.8,90,0.1,-,6.36
Nikola Vukcevic,"Levante, 28, DMC",13(9),1082,-,2,8,-,0.2,85.3,0.7,-,6.36
Nemanja Gudelj,"Sevilla, 28, M(C)",4(12),700,-,-,5,-,0.4,87.7,0.9,-,6.35
Boubakary Soumaré,"Lille, 21, DMC",15(5),1217,-,-,-,2,0.1,89.8,0.6,-,6.35
Tomás Koubek,"Augsburg, 27, GK",23,2070,-,-,2,-,-,54.9,0.1,1,6.35
Jirí Pavlenka,"Werder Bremen, 27, GK",23,2070,-,-,1,-,-,69.5,0.4,-,6.35
Jordan Pickford,"Everton, 26, GK",29,2640,-,-,1,-,-,57.5,0.3,-,6.35
Wu Lei,"Espanyol, 28, AM(CLR),FW",14(8),1152,3,-,2,-,1.3,67.9,0.9,-,6.35
Maxime Lopez,"Marseille, 22, M(CR)",13(10),1113,-,3,2,-,0.4,89.5,-,1,6.35
Robert Ibáñez,"Osasuna, 27, AM(R)",5(9),533,1,-,3,-,0.6,80.5,0.3,-,6.35
Davide Santon,"Roma, 29, D(LR)",7(7),612,-,-,4,-,0.1,90.9,0.6,-,6.35
Aaron Connolly,"Brighton, 20, FW",9(8),838,2,-,-,-,1.5,74,1,1,6.35
Billy Sharp,"Sheffield United, 34, FW",6(12),666,3,-,1,1,0.6,77.3,0.7,-,6.35
Stéphane Ruffier,"Saint-Etienne, 33, GK",22,1980,-,-,1,-,-,62.9,-,-,6.35
Mattias Svanberg,"Bologna, 21, M(CL)",7(7),676,-,2,2,-,1.6,84.8,0.6,-,6.34
Adam Lallana,"Liverpool, 31, AM(CLR)",3(12),374,1,1,1,-,0.3,85.7,0.3,-,6.34
Kevin-Prince Boateng,"Fiorentina, 33, M(CLR),FW",6(8),598,1,-,2,-,1.3,80.3,1.5,-,6.34
Sven Michel,"Paderborn, 29, FW",10(13),1018,3,1,4,-,1.3,62.4,1,-,6.34
Sean Longstaff,"Newcastle United, 22, M(C)",13(8),1299,-,1,2,1,1,78.9,0.8,-,6.34
Federico Santander,"Bologna, 28, FW",4(16),598,1,-,5,-,1,62.7,2.7,-,6.34
Alfredo Donnarumma,"Brescia, 29, FW",12(9),1036,4,-,-,-,1,63.2,0.5,-,6.34
Stéphane Bahoken,"Angers, 27, FW",10(10),906,4,-,3,-,1,77.8,0.6,-,6.34
Naldo,"Espanyol, 31, D(C)",14(2),1234,-,1,5,1,0.6,83.7,1.8,-,6.33
Fabio Lucioni,"Lecce, 32, D(C)",25,2203,1,-,6,-,0.3,83.2,1.6,-,6.33
Anthony Modeste,"FC Koln, 31, FW",9(10),787,1,1,1,-,1,55.4,2.7,1,6.33
Marcos Llorente,"Atletico Madrid, 25, DMC",8(10),726,1,-,4,-,0.2,80.3,0.7,-,6.33
Ludovic Butelle,"Angers, 37, GK",26,2340,-,-,-,-,-,57.8,0.3,-,6.32
Xeka,"Lille, 25, M(C)",8(9),706,-,-,4,-,0.5,85.6,0.9,-,6.32
Anastasios Donis,"Reims, 23, AM(CR),FW",6(9),606,-,-,1,-,1.1,64.6,0.6,-,6.32
Lewis Cook,"Bournemouth, 23, M(CL)",11(9),1005,-,-,3,-,0.3,78.4,0.5,-,6.32
Chadrac Akolo,"Amiens, 25, AM(CR)",5(10),540,2,1,1,-,0.6,83.6,0.3,-,6.32
Fran Beltrán,"Celta Vigo, 21, DMC",14(6),1268,-,-,2,1,0.5,88.5,0.4,1,6.32
Christian Atsu,"Newcastle United, 28, AM(CLR)",6(12),735,-,3,2,-,0.3,80,0.4,-,6.32
Dominic Solanke,"Bournemouth, 22, FW",12(12),1181,-,1,1,-,0.9,70.1,2,-,6.32
Kévin Denkey,"Nimes, 19, FW",6(11),596,3,1,1,-,1.2,66.7,0.9,-,6.32
Sasa Lukic,"Torino, 23, M(C)",15(3),1296,-,1,4,1,0.7,84.6,0.7,-,6.32
Mihailo Ristic,"Montpellier, 24, M(L)",8(10),805,-,2,1,-,0.4,73.6,0.7,-,6.31
Nenad Tomovic,"SPAL 2013, 32, D(CLR)",16(3),1395,-,1,5,1,0.4,83.7,1.3,-,6.31
Roman Bürki,"Borussia Dortmund, 29, GK",22,1961,-,-,-,-,-,74.7,0.1,-,6.30
Moise Kean,"Everton, 20, FW",5(17),706,1,2,-,-,1.1,78.8,0.4,1,6.30
Vedad Ibisevic,"Hertha Berlin, 35, FW",8(8),711,3,1,4,-,0.9,67.4,0.8,-,6.30
Michael Obafemi,"Southampton, 19, FW",5(10),484,2,-,1,-,0.5,83.2,0.5,-,6.30
Felix Klaus,"Wolfsburg, 27, AM(CLR)",5(13),497,-,-,-,-,0.9,64.5,0.3,-,6.30
Yan Eteki,"Granada, 22, DMC",11(6),913,-,-,4,-,0.3,77.6,0.8,-,6.30
Joseph Willock,"Arsenal, 20, M(C)",6(13),581,-,-,1,-,0.5,83.5,0.4,-,6.29
Bruno Martella,"Brescia, 27, D(L),M(L)",10(7),949,-,-,2,-,0.4,70.4,0.5,-,6.29
Peter Ankersen,"Genoa, 29, D(R),M(R)",9(6),845,-,1,2,-,0.8,82.9,0.3,-,6.29
Robbie Brady,"Burnley, 28, D(L),M(CLR)",5(9),402,1,2,1,-,0.6,56.8,0.6,-,6.28
Tristan Dingome,"Reims, 29, M(C)",12(3),900,-,1,1,-,0.6,74,0.1,-,6.28
Jean-Victor Makengo,"Toulouse, 21, AM(CL)",12(7),988,2,-,1,-,0.7,83.1,0.2,1,6.28
Aitor Ruibal,"Leganes, 24, Forward",4(10),501,-,-,2,-,0.4,83,0.1,-,6.28
Francesco Cassata,"Genoa, 22, AM(C)",12(5),1075,2,-,7,1,0.6,79.1,0.5,-,6.28
Marco Stiepermann,"Norwich, 29, D(L),M(CLR)",11(8),940,-,-,4,-,0.9,73.2,0.7,-,6.28
Ilija Nestorovski,"Udinese, 30, FW",9(8),743,1,1,4,-,1.2,71.3,1.1,-,6.27
Federico Bernardeschi,"Juventus, 26, M(CLR),FW",9(9),796,-,-,3,-,1.4,84.2,0.2,-,6.27
Diego Laxalt,"Torino, 27, D(L),M(CL)",4(12),586,-,1,3,-,0.3,73.7,0.6,-,6.27
Gerrit Holtmann,"Paderborn, 25, D(L),M(L)",9(8),740,1,-,1,1,0.7,74.5,0.1,-,6.27
Denis Cheryshev,"Valencia, 29, AM(L),FW",8(7),699,1,1,5,-,1.1,71.6,0.6,-,6.27
Jesse Lingard,"Manchester United, 27, AM(CLR)",9(11),891,-,-,3,-,1,87.2,0.1,-,6.27
Callum Robinson,"Sheffield United, 25, AM(CLR),FW",9(7),676,1,1,1,-,0.8,84.1,0.3,-,6.27
Mattia Sprocati,"Parma Calcio 1913, 26, Midfielder",3(13),492,1,-,-,-,0.7,71.1,0.1,-,6.26
Glenn Murray,"Brighton, 36, FW",6(13),705,1,-,-,-,0.8,62.3,1.9,-,6.26
Stephan Lichtsteiner,"Augsburg, 36, D(R),M(R)",15(2),1201,-,1,3,1,0.1,65.7,0.8,-,6.26
Che Adams,"Southampton, 23, AM(CL),FW",8(14),725,-,2,-,-,0.8,63.8,1.2,-,6.25
Milos Veljkovic,"Werder Bremen, 24, D(C),DMC",14(1),1252,-,-,4,-,0.2,77.8,1.3,-,6.25
Junior Sambia,"Montpellier, 23, M(CR)",5(12),581,1,1,3,1,0.8,81.4,0.5,-,6.25
Andreas Skov Olsen,"Bologna, 20, Midfielder",4(15),505,1,-,2,-,0.6,78.1,0.4,-,6.24
Ramón Azeez,"Granada, 27, M(C)",9(8),879,2,-,3,-,1,79.6,0.5,-,6.24
Bongani Zungu,"Amiens, 27, DMC",10(11),986,-,-,4,-,0.3,79.9,1,-,6.24
Pere Pons,"Deportivo Alaves, 27, DMC",5(17),734,1,1,1,-,0.2,73.4,0.7,-,6.23
Jordan Siebatcheu,"Rennes, 23, FW",4(10),437,-,1,3,-,0.7,70.8,1.1,-,6.23
Eddy Gnahore,"Amiens, 26, M(C)",14(3),1137,-,-,2,1,0.4,91,0.7,-,6.22
Dereck Kutesa,"Reims, 22, Midfielder",4(10),523,1,-,-,-,0.4,75.4,0.1,-,6.21
Nikolas Spalek,"Brescia, 23, AM(C)",12(3),929,1,1,2,-,1,72.4,0.1,1,6.21
Gianluca Caprari,"Sampdoria, 26, AM(CLR),FW",5(13),662,3,-,2,1,1.3,79.5,-,-,6.20
Sergio Floccari,"SPAL 2013, 38, FW",6(13),728,-,-,2,-,0.8,84.1,1.1,-,6.19
Aritz Aduriz,"Athletic Bilbao, 39, FW",0(14),194,1,-,3,-,0.5,57.1,1.5,-,6.18
Andre Gray,"Watford, 28, FW",7(13),718,2,-,1,-,1,64.7,0.7,-,6.18
Cristian Tello,"Real Betis, 28, M(LR)",3(15),448,1,-,-,-,0.7,77.9,0.1,-,6.16
Javier Eraso,"Leganes, 30, AM(CR)",8(7),608,-,-,2,-,0.3,79.3,0.6,-,6.16
Giuseppe Pezzella,"Parma Calcio 1913, 22, D(L),M(L)",5(9),582,-,-,2,-,0.1,74.7,0.6,-,6.16
Óscar Melendo,"Espanyol, 22, AM(CR),FW",7(7),643,-,-,-,-,0.2,83,0.3,-,6.14
Aaron Leya Iseka,"Toulouse, 22, FW",6(16),768,2,-,2,-,1.2,75.6,1,-,6.12
Gabriel Fernández,"Celta Vigo, 25, FW",5(11),512,1,1,2,1,0.4,63.8,1.3,-,6.11
Josip Drmic,"Norwich, 27, AM(LR),FW",0(14),217,1,-,-,-,0.6,81.7,0.3,-,6.11
Claudio Pizarro,"Werder Bremen, 41, AM(C),FW",0(15),203,-,-,-,-,0.3,66.2,0.9,-,6.10
Michy Batshuayi,"Chelsea, 26, FW",1(15),226,1,1,-,-,0.9,82.1,0.4,-,6.10
Samuel Moutoussamy,"Nantes, 23, M(CL)",3(15),517,-,-,-,-,0.3,83.6,0.1,-,6.10
Fernando Calero,"Espanyol, 24, D(C)",11(3),978,-,-,4,1,-,85.5,1,-,6.09
Pape Cheikh,"Celta Vigo, 22, DMC",5(9),546,-,1,3,1,0.1,89.8,0.3,-,6.08
Aaron Lennon,"Burnley, 32, M(LR)",4(12),486,-,-,4,-,0.1,69.5,0.1,-,6.08
Sergio León,"Levante, 31, FW",4(11),469,1,-,2,-,1.2,60.3,0.4,-,6.06
